@relation 10-spell-checked.arff

@attribute id numeric
@attribute color {x,black,'dark gray','light gray',white}
@attribute text string
@attribute score {0,1,2}

@data
26539,white,'Paint the doghouse white if where you live is hot, because black attracts too much heat. Paint the doghouse black if y ou live somewhere cold because the heat can\'t affect that.',1
26540,white,'White might make the doghouse cooler beacuse white, in the experiment, showed it would increase the temperature by 20 or so degrees C. When black increased by 30 or so degrees C.',2
26541,white,'i picked the white color because the affect o f white color paint makes the temperature for the doghouse to be alot mo re cooler so if the doghouse is white the dog\'s temperature will be alot more cooler than the other colors their is',1
26542,black,'the color might afferct the doghouse because mule the dog dasent like the color they put on the dogs house or myebe is to dark or to briet for the dog. and calculate and rec ord the average air temperature for each lid color .',0
26543,black,'I chose black because black is going to keep the doghouse warmer. If they paint the doghouse white, the light will just reflect off, butt if they choose black then they will keep the warm, I know this because on the experiment they did with the lamp the average temperature with the black lid was 53 degrees  C, but the average temperature with the white lid was 42 degrees  C. So black would be the best color for the doghouse.',2
26544,black,'this would make the doghouse very hot and unc omfortable because, as shown in the expirament, black attracts heat bring ing more thermal energy to the doghouse than other colors such as white.',2
26545,white,'The color white might affect the doghouse by keeping it cooler because the black had an average of 53 degrees  C. The dark gray had an average temperature of 48 degrees  C, and the light gray had a n average temperature of 45 degrees  C. Finally, the white had an average temperature of 42 degrees  C. So the black jar had the highest temperature (da rkest color) and the white had the lowest temperature (brightest color). So inside the doghouse will be less warm if you put on the white paint',2
26546,black,'The color black might affect the doghouse because black is the drakest color out of the\'s four colors.',0
26547,white,'It should be white beacuse if its a dark color it would attract mitre energy or heat.',1
26548,black,'the black is going to make it a lot warmer inside the dog house',1
26549,white,'white because it will not tack or exorb the heat.',1
26550,black,'It might affect the doghouse because its a dark color and it will be darker and hotter in the doghouse sence dark colors absorb more enders.',1
26551,black,'This color paint (Black) will attract more heat to the inside of the doghouse. We know this because the avenge of heat inside the jar on Bradi and Jerry experiment was 54 degrees  C for black paint and 42 degrees  C for the white paint. So you can see that if you wer e wanting to keep the inside of the doghouse warm you would want to paint it black.',2
26552,black,'The color black might affect the inside of th e doghouse because if the color of the house is darker it will increase t he temp of the house inside',1
26553,black,'it will make the temperature inside of the doghouse hotter.',1
